Id;Label;Name;Platform;Year;Genre;Publisher
2722;G2722;Phoenix Wright: Ace Attorney Trilogy;3DS;2014;Adventure;Capcom
2723;G2723;Princess Saver! Eternal Love for My Lady;PS2;2010;Adventure;Comfort
2724;G2724;Jitsumei Jikkyou Keiba Dream Classic 2002;PS2;2002;Sports;Namco Bandai Games
2725;G2725;Ice Age: Dawn of the Dinosaurs;PC;2009;Action;Activision
2726;G2726;To Love-Ru Trouble: Darkness - True Princess;PSV;2015;Action;FuRyu
2727;G2727;Tokyo Mew Mew;PS;2002;Role-Playing;Takara
2728;G2728;Kawasaki Jet Ski;Wii;2008;Racing;Metro 3D
2729;G2729;Interactive Storybook DS Series 3;DS;2007;Misc;Tommo
2730;G2730;Twinkle * Crusaders GoGo!;PSP;2010;Adventure;ASCII Media Works
2731;G2731;Moujuutsukai to Oujisama: Snow Bride Portable;PSP;2012;Adventure;Idea Factory
2732;G2732;Rule of Rose;PS2;2006;Action;505 Games
2733;G2733;RedCard 20-03;GC;2002;Sports;Midway Games
2734;G2734;Bejeweled 2 Deluxe;PC;2006;Puzzle;Focus Home Interactive
2735;G2735;Freestyle Metal X;XB;2003;Racing;Midway Games
2736;G2736;Captain Morgane and the Golden Turtle;PS3;2012;Adventure;Reef Entertainment
2737;G2737;Shonen Jump's One Piece: Grand Adventure;PS2;2005;Fighting;Namco Bandai Games
2738;G2738;Dino Dini's Kick Off Revival;PS4;2016;Sports;Avanquest
2739;G2739;Pac-Man World Rally;PS2;2006;Racing;Namco Bandai Games
2740;G2740;Winning Post 8 2015;PS3;2015;Action;Tecmo Koei
2741;G2741;GT Legends;PC;2005;Racing;Atari
2742;G2742;Monster High 13 Wishes;WiiU;2013;Action;Little Orbit
2743;G2743;Ukiyo no Roushi;PSV;2015;Action;Unknown
2744;G2744;Uta Kumi 575;PSV;2014;Misc;Sega
2745;G2745;The Professor's Brain Trainer: Logic;DS;2005;Puzzle;505 Games
2746;G2746;Street Fighter X Tekken;PC;2012;Fighting;Capcom
2747;G2747;Kung Fu Panda;PC;2008;Action;Activision
2748;G2748;428: Fuusa Sareta Shibuya de;PS3;2009;Adventure;Spike
2749;G2749;Catan;DS;2009;Strategy;CDV Software Entertainment
2750;G2750;Frontlines: Fuel of War;PC;2008;Shooter;THQ
2751;G2751;Jewel Match 2;DS;2012;Puzzle;Easy Interactive
2752;G2752;Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin;PSP;2010;Misc;D3Publisher
2753;G2753;Rugby World Cup 2015;XOne;2015;Sports;Ubisoft
2754;G2754;NFL Blitz Pro;GC;2003;Sports;Midway Games
2755;G2755;Tom Clancy's EndWar;PC;2009;Strategy;Ubisoft
2756;G2756;Totally Spies! 2: Undercover;DS;2006;Action;Atari
2757;G2757;Black Rose Valkyrie;PS4;2016;Role-Playing;Idea Factory
2758;G2758;Commandos: Strike Force;XB;2006;Shooter;Eidos Interactive
2759;G2759;Warriors of the Lost Empire (JP sales);PSP;2007;Role-Playing;Mercury Games
2760;G2760;Jojo's Bizarre Adventure;PS;1999;Fighting;Virgin Interactive
2761;G2761;Lode Runner;DS;2006;Puzzle;Hudson Entertainment
2762;G2762;Evolution Snowboarding;PS2;2002;Sports;Konami Digital Entertainment
2763;G2763;Zathura;XB;2005;Adventure;Take-Two Interactive
2764;G2764;Jissen Pachinko Hisshouhou! CR Sakura Taisen;PS2;2007;Misc;Sega
2765;G2765;Zillions of Enemy X: Zetsukai no Crusade;PS3;2013;Role-Playing;Nippon Ichi Software
2766;G2766;Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki;SNES;1996;Puzzle;Compile
2767;G2767;Plants vs. Zombies: Garden Warfare;PC;2014;Shooter;Electronic Arts
2768;G2768;Happiness! De-Lucks;PS2;2007;Adventure;Marvelous Interactive
2769;G2769;Doki Majo Plus;DS;2009;Adventure;SNK Playmore
2770;G2770;Eureka Seven Vol. 2: The New Vision;PS2;2006;Shooter;Namco Bandai Games
2771;G2771;Love Once: Mermaid's Tears;PS3;2011;Adventure;Unknown
2772;G2772;Castlevania: Lords of Shadow - Reverie;X360;2011;Action;Konami Digital Entertainment
2773;G2773;Puzzle Challenge: Crosswords and More!;PS2;2006;Puzzle;Crave Entertainment
2774;G2774;Muppets Party Cruise;GC;2003;Misc;TDK Mediactive
2775;G2775;Test Drive Unlimited;PC;2007;Racing;Atari
2776;G2776;Shippuu Mahou Daisakusen: Kingdom-Grandprix;SAT;1996;Shooter;Gaga
2777;G2777;Grey's Anatomy: The Video Game;PC;2009;Adventure;Ubisoft
2778;G2778;Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri;PSP;2006;Misc;Yamasa Entertainment
2779;G2779;Let's Play Flight Attendant;DS;2010;Simulation;Deep Silver
2780;G2780;F1 Race Stars;PC;2012;Racing;Codemasters
2781;G2781;Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP;DS;2011;Misc;Plenty
2782;G2782;Call of Duty: Modern Warfare Trilogy;PS3;2016;Shooter;Activision
2783;G2783;Motto! SoniComi;PS3;2014;Simulation;Kadokawa Games
2784;G2784;Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World;PSP;2011;Adventure;Quinrose
2785;G2785;Serious Sam: Next Encounter;GC;2004;Shooter;Global Star
2786;G2786;Diabolik Lovers: More Blood;PSV;2015;Adventure;Idea Factory
2787;G2787;PachiPara 15: Super Umi Monogatari in Okinawa 2;PS3;2010;Misc;Irem Software Engineering
2788;G2788;Serious Sam HD: Gold Edition;PC;2010;Shooter;Devolver Digital
2789;G2789;Knight's Apprentice: Memorick's Adventures;XB;2004;Action;Microids
2790;G2790;Akai Ito DS;DS;2008;Adventure;Alchemist
2791;G2791;Natsuiro no Sunadokei;PS2;2002;Adventure;Princess Soft
2792;G2792;Freedom Wings;DS;2006;Simulation;Natsume
2793;G2793;Unreal Anthology;PC;2006;Shooter;Midway Games
2794;G2794;Jissen Pachi-Slot Hisshouhou! Mister Magic Neo;PS2;2007;Misc;Sega
2795;G2795;Triple Crown Championship Snowboarding;Wii;2010;Sports;Destineer
2796;G2796;Dream Chronicles;DS;2010;Adventure;Zoo Games
2797;G2797;18 Wheels of Steel: Extreme Trucker;PC;2009;Racing;Rondomedia
2798;G2798;X3: Terran War Pack;PC;2012;Misc;Deep Silver
2799;G2799;Geon Cube;Wii;2009;Puzzle;P2 Games
2800;G2800;Left 4 Dead;PC;2008;Shooter;Electronic Arts
2801;G2801;Ballblazer Champions;PS;1997;Sports;CTO SpA
2802;G2802;Azada;3DS;2012;Puzzle;Licensed 4U
2803;G2803;Gochuumon wa Usagi Desu ka?? Wonderful Party!;PSV;2016;Adventure;5pb
2804;G2804;Koisuru Otome to Shugo no Tate: The Shield of AIGIS;PS2;2008;Adventure;Alchemist
2805;G2805;Galaxy Angel II: Eigou Kaiki no Koku;PS2;2009;Strategy;Broccoli
2806;G2806;Moujuutsukai to Oujisama Portable;PSP;2011;Adventure;Idea Factory
2807;G2807;Genroh;PSP;2012;Action;Idea Factory
2808;G2808;Otome wa Oanesama Boku ni Koi Shiteru Portable;PSP;2010;Adventure;Alchemist
2809;G2809;Iron Phoenix;XB;2005;Fighting;Sega
2810;G2810;Kuon;PS2;2004;Adventure;Indie Games
2811;G2811;Kannou Mukashi Banashi Portable;PSP;2012;Adventure;Idea Factory
2812;G2812;Tennis no Oji-Sama: Driving Smash! Side King;DS;2008;Sports;Konami Digital Entertainment
2813;G2813;Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku;PS3;2010;Adventure;Alchemist
2814;G2814;Rose to Tasogare no Kojou;PSV;2016;Action;Nippon Ichi Software
2815;G2815;Tale of a Hero;PC;2010;Adventure;Daedalic
2816;G2816;UnchainBlades EXXiV;3DS;2012;Role-Playing;FuRyu
2817;G2817;Mount & Blade;PC;2008;Role-Playing;Paradox Interactive
2818;G2818;Carmen Sandiego: The Secret of the Stolen Drums;GC;2004;Action;BAM! Entertainment
2819;G2819;Fritz Chess;DS;2009;Strategy;Deep Silver
2820;G2820;Puyo Puyo! 15th Anniversary;PSP;2007;Puzzle;Sega
2821;G2821;Mind over Matter;DS;2010;Puzzle;505 Games
2822;G2822;Dies Irae: Amantes Amentes;PSP;2012;Action;Views
2823;G2823;The Idolmaster: Gravure For You! Vol.9;PS3;2012;Action;Namco Bandai Games
2824;G2824;Casper's Scare School: Classroom Capers;DS;2008;Adventure;Blast! Entertainment Ltd
2825;G2825;Discovery Kids: Snake Safari;DS;2009;Simulation;505 Games
2826;G2826;Heavy Fire: The Chosen Few 3D;3DS;2011;Shooter;Mastiff
2827;G2827;Fuel;PC;2009;Racing;Codemasters
2828;G2828;The Settlers IV;PC;2001;Strategy;Blue Byte
2829;G2829;Ryu-koku;PS2;2006;Adventure;KID
2830;G2830;Dungeon Defenders;PC;2011;Role-Playing;Unknown
2831;G2831;Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu;DS;2008;Misc;Square Enix
2832;G2832;GunParade Orchestra: Midori no Shou;PS2;2006;Adventure;Sony Computer Entertainment
2833;G2833;Group S Challenge;XB;2003;Racing;Capcom
2834;G2834;Fritz Chess;Wii;2009;Strategy;Deep Silver
2835;G2835;G1 Jockey Wii;Wii;2007;Sports;Tecmo Koei
2836;G2836;Shooter: Starfighter Sanvein;PS;2000;Shooter;Midas Interactive Entertainment
2837;G2837;Sakura Wars 1 & 2;PSP;2006;Strategy;Sega
2838;G2838;Dragon's Lair;DS;2010;Platform;Destineer
2839;G2839;Disney's Meet the Robinsons;DS;2007;Action;Disney Interactive Studios
2840;G2840;Mata Hari: Betrayal is only a Kiss Away;PC;2008;Adventure;DTP Entertainment
2841;G2841;Cities in Motion Collection;PC;2011;Simulation;Unknown
2842;G2842;Date A Live: Arusu Install;PS3;2014;Adventure;Compile Heart
2843;G2843;Terminator 3: The Redemption;GC;2004;Shooter;Atari
2844;G2844;Farm Frenzy;PC;2008;Strategy;Mumbo Jumbo
2845;G2845;Tengen Toppa Gurren-Lagann;DS;2007;Action;Konami Digital Entertainment
2846;G2846;Sugoi Hebereke;SNES;1994;Fighting;Sunsoft
2847;G2847;Pebble Beach Golf Links;SAT;1994;Sports;Sega
2848;G2848;Veggy World;DS;2011;Shooter;Jack of All Games
2849;G2849;Dakar 2: The World's Ultimate Rally;XB;2003;Racing;Acclaim Entertainment
2850;G2850;Balls of Fury;Wii;2007;Sports;Zoo Digital Publishing
2851;G2851;Indigo Prophecy;PC;2005;Adventure;Atari
2852;G2852;Overlord;PC;2007;Strategy;Codemasters
2853;G2853;Higurashi Daybreak Portable Mega Edition;PSP;2009;Adventure;Alchemist
2854;G2854;The Lord of the Rings: The Battle for Middle-Earth II;PC;2006;Strategy;Electronic Arts
2855;G2855;Whiteout;PS2;2002;Racing;Konami Digital Entertainment
2856;G2856;Shinken de Watashi ni Koi Shinasai! R;PS3;2012;Action;Minato Station
2857;G2857;Command & Conquer: The First Decade;PC;2006;Strategy;Electronic Arts
2858;G2858;Shiratsuyu no Kai;PSP;2013;Adventure;Idea Factory
2859;G2859;Rugby League Team Manager 2015;PC;2015;Action;Alternative Software
2860;G2860;FIFA Soccer 09;PC;2008;Sports;Electronic Arts
2861;G2861;Quake 4;PC;2005;Shooter;Activision
2862;G2862;XGRA: Extreme G Racing Association;GC;2003;Racing;Acclaim Entertainment
2863;G2863;World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto;PSP;2008;Simulation;fonfun
2864;G2864;Max Payne;PC;2001;Shooter;Take-Two Interactive
2865;G2865;Taito Legends 2;PS2;2006;Misc;Empire Interactive
2866;G2866;Touhou Genso Rondo: Bullet Ballet;PS4;2016;Shooter;Nippon Ichi Software
2867;G2867;Kill.Switch;GBA;2004;Shooter;Zoo Digital Publishing
2868;G2868;Jinsei Game Wii;Wii;2007;Misc;Takara Tomy
2869;G2869;So Blonde;PC;2008;Adventure;Eidos Interactive
2870;G2870;Atari Flashback Classics: Volume 1;XOne;2016;Misc;Atari
2871;G2871;The Sims: Complete Collection;PC;2005;Simulation;Electronic Arts
2872;G2872;Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore;DS;2008;Misc;Benesse
2873;G2873;SBK: Snowboard Kids;DS;2005;Sports;Rising Star Games
2874;G2874;Gekka Ryouran Romance;PSP;2011;Adventure;Idea Factory
2875;G2875;Guess the Logos;XB;2004;Puzzle;Sega
2876;G2876;Ore no Yome: Anata Dake no Hanayome;X360;2010;Adventure;Idea Factory
2877;G2877;Resident Evil Zero;PC;2016;Action;Capcom
2878;G2878;NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection;SAT;1996;Misc;Sonnet
2879;G2879;Final Approach 2: 1st Priority;PS2;2008;Adventure;Princess Soft
2880;G2880;Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!;DS;2009;Misc;PlayV
2881;G2881;Homeworld;PC;1998;Strategy;Vivendi Games
2882;G2882;Back to the Future: The Game;X360;2015;Adventure;Telltale Games
2883;G2883;Sniper Elite V2;WiiU;2013;Shooter;505 Games
2884;G2884;Moujuutsukai to Oujisama: Snow Bride;PS2;2011;Adventure;Idea Factory
2885;G2885;Detective Jinguuji Saburo: Ronde Revenge;3DS;2012;Action;Arc System Works
2886;G2886;Casper: Spirit Dimensions;GC;2002;Platform;TDK Mediactive
2887;G2887;Meitantei Evangelion;PS2;2007;Adventure;Broccoli
2888;G2888;Tsuyo Kiss 2 Portable;PSP;2010;Adventure;NetRevo
2889;G2889;Paragon;PS4;2016;Action;Epic Games
2890;G2890;Order of War;PC;2009;Strategy;Square Enix
2891;G2891;The Fast and the Furious;PSP;2007;Racing;Deep Silver
2892;G2892;Butt-Ugly Martians: Zoom or Doom!;PS2;2002;Racing;Vivendi Games
2893;G2893;Mar Heaven: Karudea no Akuma;DS;2006;Role-Playing;Konami Digital Entertainment
2894;G2894;Vampire Mansion: Linda Hyde;DS;2011;Adventure;Unknown
2895;G2895;Brain Dead 13;PS;1996;Adventure;Coconuts Japan
2896;G2896;Maximum Capacity: Hotel Giant;PC;2002;Strategy;JoWood Productions
2897;G2897;Sacred Gold;PC;2005;Role-Playing;Encore
2898;G2898;Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri;DS;2007;Misc;Tecmo Koei
2899;G2899;T.A.C. Heroes : Big Red One;DS;2010;Strategy;Storm City Games
2900;G2900;The King of Fighters NeoWave;XB;2006;Fighting;SNK Playmore
2901;G2901;Dungeons & Dragons: Shadow over Mystara;PS3;2013;Role-Playing;Capcom
2902;G2902;Super PickUps;PS2;2007;Racing;XS Games
2903;G2903;Command & Conquer 3: Deluxe Edition;PC;2008;Strategy;Electronic Arts
2904;G2904;Legend: Hand of God;PC;2007;Role-Playing;DTP Entertainment
2905;G2905;Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa;DS;2007;Adventure;Marvelous Interactive
2906;G2906;Atari Flashback Classics: Volume 2;XOne;2016;Misc;Atari
2907;G2907;Aquanaut's Holiday;PS;1995;Adventure;Sony Computer Entertainment
2908;G2908;Hakuoki: Shinkai - Hana no Shou;PSV;2016;Adventure;Idea Factory
2909;G2909;Hot 'n' Cold;DS;2009;Action;Majesco Entertainment
2910;G2910;Nisenochigiri;PSP;2010;Adventure;Idea Factory
2911;G2911;Sacred 3;PC;2014;Role-Playing;Deep Silver
2912;G2912;Pro Evolution Soccer 2017;PC;2016;Sports;Konami Digital Entertainment
2913;G2913;Wakeboarding Unleashed Featuring Shaun Murray;GBA;2003;Sports;Aspyr
2914;G2914;Last Escort;PS2;2006;Adventure;D3Publisher
2915;G2915;Kikou Heidan J-Phoenix: Cobalt Shoutaihen;PS2;2002;Action;Takara
2916;G2916;SAW;PC;2009;Action;Konami Digital Entertainment
2917;G2917;World Championship Poker featuring Howard Lederer: All In;Wii;2006;Misc;505 Games
2918;G2918;Meikyuu Cross Blood: Reloaded;X360;2011;Action;Unknown
2919;G2919;Livly Garden;DS;2010;Simulation;Marvelous Interactive
2920;G2920;Nicktoons Collection: Game Boy Advance Video Volume 3;GBA;2005;Misc;N/A
2921;G2921;The Awakened Fate Ultimatum;PS3;2014;Role-Playing;Nippon Ichi Software
2922;G2922;Spider-Man 3;PC;2007;Platform;Activision
2923;G2923;Xblaze: Lost Memories;PS3;2015;Adventure;Arc System Works
2924;G2924;Elminage III: Ankoku no Shito to Yaiyou no Kyuuden;PSP;2011;Role-Playing;Starfish
2925;G2925;Commando: Steel Disaster;DS;2008;Shooter;Lexicon Entertainment
2926;G2926;Aria: The Natural ~Tooi Yume no Mirage~;PS2;2006;Adventure;Alchemist
2927;G2927;Fallout Trilogy;PC;2004;Role-Playing;Ubisoft
2928;G2928;Katekyoo Hitman Reborn! Dream Hyper Battle! Wii;Wii;2008;Fighting;Marvelous Interactive
2929;G2929;Natalie Brooks: Mystery at Hillcrest High;DS;2012;Action;Licensed 4U
2930;G2930;Gal Gun;PS3;2012;Shooter;Alchemist
2931;G2931;Hakuouki: Yuugi Roku DS;DS;2011;Adventure;Idea Factory
2932;G2932;Shonen Jump's Shaman King: Master of Spirits 2;GBA;2005;Role-Playing;Konami Digital Entertainment
2933;G2933;Toki no Kizuna: Hanayui Tsuzuri;PSP;2013;Adventure;Idea Factory
2934;G2934;Rinne no Lagrange: Kamogawa Days;PS3;2012;Adventure;Namco Bandai Games
2935;G2935;Code R;SAT;1998;Adventure;Quintet
2936;G2936;The Idolmaster: Gravure For You! Vol.8;PS3;2012;Action;Namco Bandai Games
2937;G2937;Spirits and Demons: 5 Game Pack;PC;2015;Misc;Focus Multimedia
2938;G2938;Disney Sports Football;GBA;2002;Sports;Unknown
2939;G2939;Chicken Hunter;DS;2007;Shooter;Phoenix Games
2940;G2940;Net High;PSV;2015;Adventure;Marvelous Games
2941;G2941;Kao Challengers;PSP;2005;Platform;Atari
2942;G2942;Hakuoki: Shinkai - Furi no Shou;PSV;2015;Action;Idea Factory
2943;G2943;Jake Hunter: Detective Chronicles;DS;2008;Adventure;Aksys Games
2944;G2944;Spider-Man: Web of Shadows;PC;2008;Action;Activision
2945;G2945;Demolition Company: Gold Edition;PC;2011;Simulation;N/A
2946;G2946;Onechanbara Special;PSP;2011;Action;D3Publisher
2947;G2947;Headhunter: Redemption;XB;2004;Action;Sega
2948;G2948;Jewel Master: Cradle Of Rome 2;DS;2011;Puzzle;Rising Star Games
2949;G2949;Daikaijuu Battle: Ultra Coliseum;Wii;2008;Fighting;Namco Bandai Games
2950;G2950;Saki: Achiga-Hen Portable;PSP;2013;Adventure;Alchemist
2951;G2951;Minna de Dokusho: Keatai Shousetsu Desu;PSP;2008;Misc;Dorart
2952;G2952;Polar Bowler;DS;2008;Sports;Mumbo Jumbo
2953;G2953;Prehistorik Man;GBA;2001;Platform;THQ
2954;G2954;Winter Sports 2011;X360;2011;Sports;DTP Entertainment
2955;G2955;F1 2002;GBA;2002;Racing;Destination Software, Inc
2956;G2956;Chicago Enforcer;XB;2005;Shooter;Kemco
2957;G2957;TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7;PS3;2015;Misc;Namco Bandai Games
2958;G2958;The Lord of the Rings Online: Mines of Moria;PC;2008;Role-Playing;Codemasters Online
2959;G2959;Chevrolet Camaro: Wild Ride;DS;2010;Racing;Storm City Games
2960;G2960;Jinguuji Saburou DS: Akai Chou;DS;2010;Adventure;Arc System Works
2961;G2961;Carmageddon: Max Damage;XOne;2016;Action;Stainless Games
2962;G2962;Stormrise;PC;2009;Strategy;Sega
2963;G2963;Dance Dance Revolution Extra Mix;PS;2001;Simulation;Konami Digital Entertainment
2964;G2964;UnchainBlades EXXiV;PSP;2012;Role-Playing;FuRyu
2965;G2965;Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou;DS;2008;Adventure;Namco Bandai Games
2966;G2966;Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version;PSV;2015;Strategy;Tecmo Koei
2967;G2967;Super Bowling;N64;1999;Sports;Athena
2968;G2968;Rat Attack!;N64;2000;Puzzle;Mindscape
2969;G2969;Kawaii Koinu DS 3;DS;2010;Simulation;MTO
2970;G2970;Hoppie;DS;2011;Platform;Jack of All Games
2971;G2971;Chuugen no Hasha: Sangoku Shouseiden;PSP;2006;Strategy;Namco Bandai Games
2972;G2972;Resident Evil 4 HD;XOne;2016;Shooter;Capcom
2973;G2973;Largo Winch .// Commando Sar;PS;2002;Adventure;Ubisoft
2974;G2974;Joker no Kuni no Alice: Wonderful Wonder World;PSP;2011;Adventure;Quinrose
2975;G2975;Cross Treasures;DS;2009;Role-Playing;Square Enix
2976;G2976;Painkiller;PC;2004;Shooter;DreamCatcher Interactive
2977;G2977;Ruff Trigger: The Vanocore Conspiracy;PS2;2006;Platform;Natsume
2978;G2978;Fast & Furious: Showdown;PS3;2013;Action;Activision
2979;G2979;Princess Isabella: A Witch's Curse;Wii;2010;Adventure;Destineer
2980;G2980;Casper's Scare School: Spooky Sports Day;Wii;2009;Sports;Blast! Entertainment Ltd
2981;G2981;War Leaders: Clash of Nations;PC;2009;Strategy;CDV Software Entertainment
2982;G2982;Ferrari Challenge Trofeo Pirelli Deluxe;Wii;2009;Racing;System 3 Arcade Software
2983;G2983;Silent Bomber;PS;1999;Action;Virgin Interactive
2984;G2984;Samurai & Dragons;PSV;2012;Action;Sega
2985;G2985;Elminage Original: Majo to Megami to Kamigami no Yubiwa;PSP;2011;Role-Playing;Starfish
2986;G2986;PDC World Championship Darts: Pro Tour;X360;2010;Sports;O-Games
2987;G2987;TalkMan;PSP;2006;Misc;Sony Computer Entertainment
2988;G2988;RollerCoaster Tycoon World;PC;2016;Simulation;Atari
2989;G2989;Oil Rush;PC;2012;Strategy;Iceberg Interactive
2990;G2990;XGRA: Extreme G Racing Association;XB;2003;Racing;Acclaim Entertainment
2991;G2991;Arslan: The Warriors of Legend;XOne;2016;Action;Tecmo Koei
2992;G2992;Darksiders: Warmastered Edition;PS4;2016;Action;Nordic Games
2993;G2993;Uta no * Prince-Sama;PSP;2010;Adventure;Broccoli
2994;G2994;Agatha Christie: The ABC Murders;PC;2016;Adventure;Microids
2995;G2995;Elminage Gothic: Ulm Zakir to Yami no Gishiki;PSP;2012;Role-Playing;Starfish
2996;G2996;Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator;PSP;2006;Misc;Sega
2997;G2997;Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!;3DS;2011;Action;Namco Bandai Games
2998;G2998;Mushishi: Amefuru Sato;DS;2008;Simulation;Marvelous Interactive
2999;G2999;Timmy Time;DS;2011;Action;Avanquest
3000;G3000;Arcana Famiglia: Vascello Phantasma no Majutsushi;PSP;2012;Action;Comfort
3001;G3001;Lara Croft and the Temple of Osiris;PC;2014;Action;Square Enix
3002;G3002;The Legend of Heroes: Trails in the Sky Second Chapter;PS3;2013;Role-Playing;Falcom Corporation
3003;G3003;Airport Simulator;PC;2011;Simulation;Unknown
3004;G3004;Motocross Mania 3;XB;2005;Racing;Take-Two Interactive
3005;G3005;Winning Post 7: Maximum 2007;PS2;2007;Sports;Tecmo Koei
3006;G3006;ESPN MLS ExtraTime 2002;GC;2002;Sports;Konami Digital Entertainment
3007;G3007;Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days;PS2;2010;Action;Russel
3008;G3008;Vitamin R;PSP;2013;Adventure;D3Publisher
3009;G3009;Angelique Retour;PSV;2015;Action;Tecmo Koei
3010;G3010;Fist of the North Star: Ken's Rage 2;WiiU;2013;Fighting;Tecmo Koei
3011;G3011;Blazing Angels: Squadrons of WWII;PC;2006;Simulation;Ubisoft
3012;G3012;Hellgate: London;PC;2007;Role-Playing;Electronic Arts
3013;G3013;Gakuen K: Wonderful School Days;PSP;2014;Adventure;Idea Factory
3014;G3014;Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation;GBA;2006;Action;Atari
3015;G3015;Guitar Freaks V2 & DrumMania V2;PS2;2006;Simulation;Konami Digital Entertainment
3016;G3016;Backyard Baseball '09;PS2;2008;Sports;Atari
3017;G3017;Dynasty Warriors 8: Empires;PSV;2015;Action;Tecmo Koei
3018;G3018;Puzzle City;DS;2009;Puzzle;Destineer
3019;G3019;Dance! It's Your Stage;PS3;2011;Misc;DTP Entertainment
3020;G3020;CV Casting Voice;PS3;2014;Adventure;Namco Bandai Games
3021;G3021;Pastel Chime Continue;PSP;2010;Adventure;5pb
3022;G3022;Zwei!!;PSP;2008;Role-Playing;Falcom Corporation
3023;G3023;The Sims 2: Happy Holiday Stuff;PC;2006;Simulation;Electronic Arts
3024;G3024;Ro-Kyu-Bu! Lost Secret;PSP;2013;Adventure;Kadokawa Shoten
3025;G3025;Pump It Up: Exceed;XB;2005;Misc;Mastiff
3026;G3026;Tenkai Knights: Brave Battle;3DS;2014;Action;Namco Bandai Games
3027;G3027;TOCA Race Driver 3;PC;2006;Racing;Codemasters
3028;G3028;Malice;PS2;2004;Platform;Evolved Games
3029;G3029;Devil Survivor: Over Clock;3DS;2015;Strategy;Atlus
3030;G3030;Defendin' De Penguin;DS;2008;Strategy;Zushi Games
3031;G3031;Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection;PS2;2008;Role-Playing;Sega
3032;G3032;Kokoro Connect: Yochi Random;PSP;2012;Action;Namco Bandai Games
3033;G3033;Littlest Pet Shop;PC;2008;Simulation;Electronic Arts
3034;G3034;Warship Gunner 2 Portable;PSP;2009;Simulation;Tecmo Koei
3035;G3035;Downtown Nekketsu Jidaigek;3DS;2015;Action;Arc System Works
3036;G3036;B-17: Fortress in the Sky;DS;2007;Simulation;DSI Games
3037;G3037;Spanish for Everyone!;DS;2007;Puzzle;Activision
3038;G3038;Battle Princess of Arcadias;PS3;2013;Role-Playing;Nippon Ichi Software
3039;G3039;Chuck E. Cheese's Super Collection;Wii;2011;Action;UFO Interactive
3040;G3040;Uchuu Keiji Tamashii: The Space Sheriff Spirits;PS2;2006;Action;Namco Bandai Games
3041;G3041;X-Plane 10 Global;PC;2013;Simulation;Aerosoft
3042;G3042;Drakensang: The Dark Eye;PC;2009;Role-Playing;Eidos Interactive
3043;G3043;WRC 2: FIA World Rally Championship;PC;2011;Racing;Ubisoft
3044;G3044;Car Battler Joe;GBA;2001;Role-Playing;Victor Interactive
3045;G3045;StormLover Karen!!;PSP;2011;Adventure;D3Publisher
3046;G3046;Digimon Rumble Arena 2;XB;2004;Fighting;Atari
3047;G3047;Ten Pin Alley 2;Wii;2008;Sports;XS Games
3048;G3048;Coded Soul: Uke Keigareshi Idea;PSP;2008;Role-Playing;Sony Computer Entertainment
3049;G3049;AIR;PSP;2007;Adventure;Prototype
3050;G3050;Hana to Otome ni Shukufuku o: Harekaze no Okurimono;PS2;2010;Adventure;Alchemist
3051;G3051;Otoko Yukaku;PSV;2015;Action;D3Publisher
3052;G3052;Mount & Blade Collection;PC;2012;Role-Playing;Paradox Interactive
3053;G3053;Ridge Racer Unbounded;PC;2012;Racing;Namco Bandai Games
3054;G3054;Mortal Kombat;PC;1994;Fighting;Acclaim Entertainment
3055;G3055;TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5;PS3;2015;Action;Namco Bandai Games
3056;G3056;Virtua Pro Football;PS2;2006;Sports;Sega
3057;G3057;Date-A-Live Twin Edition: Rio Reincarnation;PSV;2015;Action;Compile Heart
3058;G3058;Adidas Power Soccer 98;PS;1998;Sports;Psygnosis
3059;G3059;Natsuiro High School: Seishun Hakusho;PS4;2015;Action;D3Publisher
